Sno,MQ-135,MQ-136,MQ-137,Gas
2764,0.547,0.63,0.933,Smoke
2765,0.545,0.63,0.94,Smoke
2766,0.545,0.63,0.926,Smoke
2767,0.551,0.624,0.927,Smoke
2768,0.545,0.624,0.926,Smoke
2769,0.549,0.605,0.926,Smoke
2770,0.545,0.599,0.927,Smoke
2771,0.532,0.589,0.924,Smoke
2772,0.531,0.566,0.927,Smoke
2773,0.506,0.554,0.92,Smoke
2774,0.429,0.526,0.929,Smoke
2775,0.374,0.485,0.919,Smoke
2776,0.322,0.423,0.92,Smoke
2777,0.283,0.374,0.922,Smoke
2778,0.263,0.343,0.922,Smoke
2779,0.242,0.321,0.919,Smoke
2780,0.232,0.3,0.926,Smoke
2781,0.22,0.283,0.92,Smoke
2782,0.209,0.271,0.926,Smoke
2783,0.201,0.268,0.924,Smoke
2784,0.198,0.259,0.926,Smoke
2785,0.191,0.249,0.92,Smoke
2786,0.179,0.241,0.92,Smoke
2787,0.174,0.235,0.922,Smoke
2788,0.17,0.231,0.922,Smoke
2789,0.163,0.225,0.917,Smoke
2790,0.157,0.219,0.919,Smoke
2791,0.154,0.213,0.922,Smoke
2792,0.149,0.211,0.926,Smoke
2793,0.145,0.206,0.92,Smoke
2794,0.143,0.204,0.919,Smoke
2795,0.142,0.199,0.922,Smoke
2796,0.142,0.195,0.92,Smoke
2797,0.142,0.193,0.922,Smoke
2798,0.141,0.192,0.917,Smoke
2799,0.14,0.188,0.922,Smoke
2800,0.139,0.186,0.922,Smoke
2801,0.137,0.185,0.917,Smoke
2802,0.136,0.185,0.917,Smoke
2803,0.135,0.186,0.919,Smoke
2804,0.136,0.188,0.922,Smoke
2805,0.136,0.189,0.92,Smoke
2806,0.136,0.188,0.917,Smoke
2807,0.134,0.187,0.922,Smoke
2808,0.132,0.185,0.922,Smoke
2809,0.131,0.183,0.919,Smoke
2810,0.13,0.185,0.922,Smoke
2811,0.128,0.183,0.922,Smoke
2812,0.128,0.181,0.919,Smoke
2813,0.128,0.179,0.922,Smoke
2814,0.127,0.178,0.919,Smoke
2815,0.127,0.178,0.919,Smoke
2816,0.128,0.178,0.92,Smoke
2817,0.126,0.18,0.919,Smoke
2818,0.125,0.181,0.92,Smoke
2819,0.124,0.182,0.919,Smoke
2820,0.123,0.182,0.922,Smoke
2821,0.121,0.182,0.92,Smoke
2822,0.119,0.182,0.927,Smoke
2823,0.118,0.183,0.926,Smoke
2824,0.117,0.183,0.92,Smoke
2825,0.116,0.185,0.922,Smoke
2826,0.116,0.184,0.926,Smoke
2827,0.115,0.183,0.92,Smoke
2828,0.114,0.183,0.919,Smoke
2829,0.114,0.182,0.922,Smoke
2830,0.114,0.183,0.922,Smoke
2831,0.113,0.187,0.92,Smoke
2832,0.113,0.188,0.922,Smoke
2833,0.113,0.191,0.926,Smoke
2834,0.113,0.193,0.926,Smoke
2835,0.112,0.193,0.926,Smoke
2836,0.112,0.194,0.92,Smoke
2837,0.112,0.194,0.92,Smoke
2838,0.112,0.194,0.926,Smoke
2839,0.112,0.194,0.92,Smoke
2840,0.112,0.193,0.919,Smoke
2841,0.113,0.194,0.919,Smoke
2842,0.113,0.194,0.917,Smoke
2843,0.112,0.194,0.919,Smoke
2844,0.112,0.195,0.92,Smoke
2845,0.112,0.194,0.924,Smoke
2846,0.112,0.195,0.919,Smoke
2847,0.112,0.196,0.924,Smoke
2848,0.112,0.195,0.926,Smoke
2849,0.112,0.196,0.919,Smoke
2850,0.112,0.199,0.919,Smoke
2851,0.113,0.199,0.919,Smoke
2852,0.113,0.2,0.919,Smoke
2853,0.113,0.199,0.919,Smoke
2854,0.113,0.198,0.922,Smoke
2855,0.113,0.196,0.92,Smoke
2856,0.112,0.195,0.919,Smoke
2857,0.112,0.194,0.919,Smoke
2858,0.113,0.195,0.926,Smoke
2859,0.113,0.195,0.92,Smoke
2860,0.113,0.199,0.919,Smoke
2861,0.113,0.199,0.922,Smoke
2862,0.113,0.199,0.922,Smoke
2863,0.113,0.199,0.926,Smoke
2864,0.113,0.199,0.92,Smoke
2865,0.113,0.199,0.922,Smoke
2866,0.113,0.199,0.922,Smoke
2867,0.113,0.198,0.917,Smoke
2868,0.114,0.198,0.92,Smoke
2869,0.114,0.199,0.919,Smoke
2870,0.114,0.199,0.92,Smoke
2871,0.113,0.198,0.917,Smoke
2872,0.113,0.199,0.919,Smoke
2873,0.114,0.2,0.917,Smoke
2874,0.114,0.203,0.922,Smoke
2875,0.116,0.205,0.917,Smoke
2876,0.118,0.205,0.926,Smoke
2877,0.121,0.206,0.926,Smoke
2878,0.123,0.206,0.92,Smoke
2879,0.125,0.208,0.919,Smoke
2880,0.126,0.208,0.919,Smoke
2881,0.128,0.21,0.919,Smoke
2882,0.129,0.213,0.92,Smoke
2883,0.131,0.215,0.929,Smoke
2884,0.134,0.219,0.919,Smoke
2885,0.134,0.223,0.919,Smoke
2886,0.137,0.227,0.917,Smoke
2887,0.138,0.23,0.917,Smoke
2888,0.141,0.233,0.92,Smoke
2889,0.144,0.233,0.919,Smoke
2890,0.145,0.234,0.917,Smoke
2891,0.147,0.238,0.92,Smoke
2892,0.149,0.242,0.919,Smoke
2893,0.149,0.244,0.919,Smoke
2894,0.15,0.249,0.926,Smoke
2895,0.151,0.251,0.917,Smoke
2896,0.151,0.252,0.922,Smoke
2897,0.151,0.259,0.92,Smoke
2898,0.152,0.262,0.92,Smoke
2899,0.152,0.264,0.917,Smoke
2900,0.153,0.268,0.919,Smoke
2901,0.154,0.268,0.919,Smoke
2902,0.155,0.27,0.922,Smoke
2903,0.155,0.272,0.92,Smoke
2904,0.155,0.275,0.92,Smoke
2905,0.156,0.277,0.917,Smoke
2906,0.156,0.278,0.917,Smoke
2907,0.158,0.28,0.919,Smoke
2908,0.158,0.283,0.919,Smoke
2909,0.159,0.285,0.919,Smoke
2910,0.159,0.287,0.919,Smoke
2911,0.159,0.289,0.922,Smoke
2912,0.159,0.289,0.917,Smoke
2913,0.161,0.29,0.919,Smoke
2914,0.161,0.291,0.919,Smoke
2915,0.161,0.294,0.919,Smoke
2916,0.162,0.294,0.919,Smoke
2917,0.162,0.294,0.917,Smoke
2918,0.163,0.291,0.919,Smoke
2919,0.163,0.291,0.917,Smoke
2920,0.164,0.291,0.919,Smoke
2921,0.165,0.291,0.919,Smoke
2922,0.165,0.293,0.917,Smoke
2923,0.165,0.294,0.917,Smoke
2924,0.166,0.297,0.919,Smoke
2925,0.167,0.297,0.924,Smoke
2926,0.167,0.299,0.919,Smoke
2927,0.167,0.3,0.919,Smoke
2928,0.168,0.301,0.917,Smoke
2929,0.168,0.301,0.917,Smoke
2930,0.17,0.301,0.92,Smoke
2931,0.17,0.301,0.917,Smoke
2932,0.17,0.301,0.92,Smoke
2933,0.17,0.303,0.92,Smoke
2934,0.17,0.304,0.917,Smoke
2935,0.17,0.305,0.92,Smoke
2936,0.17,0.305,0.92,Smoke
2937,0.171,0.305,0.922,Smoke
2938,0.171,0.306,0.92,Smoke
2939,0.172,0.305,0.917,Smoke
2940,0.172,0.306,0.917,Smoke
2941,0.173,0.308,0.919,Smoke
2942,0.174,0.31,0.917,Smoke
2943,0.174,0.311,0.919,Smoke
2944,0.175,0.314,0.919,Smoke
2945,0.175,0.314,0.917,Smoke
2946,0.176,0.315,0.919,Smoke
2947,0.176,0.315,0.917,Smoke
2948,0.178,0.321,0.917,Smoke
2949,0.179,0.322,0.919,Smoke
2950,0.179,0.323,0.917,Smoke
2951,0.18,0.323,0.92,Smoke
2952,0.181,0.322,0.917,Smoke
2953,0.181,0.322,0.919,Smoke
2954,0.181,0.324,0.917,Smoke
2955,0.182,0.323,0.922,Smoke
2956,0.182,0.324,0.92,Smoke
2957,0.183,0.323,0.919,Smoke
2958,0.183,0.324,0.919,Smoke
2959,0.183,0.326,0.917,Smoke
2960,0.184,0.328,0.917,Smoke
2961,0.186,0.328,0.92,Smoke
2962,0.188,0.326,0.92,Smoke
2963,0.188,0.33,0.919,Smoke
2964,0.191,0.328,0.917,Smoke
2965,0.193,0.328,0.92,Smoke
2966,0.195,0.328,0.919,Smoke
2967,0.197,0.331,0.917,Smoke
2968,0.199,0.333,0.919,Smoke
2969,0.201,0.336,0.919,Smoke
2970,0.202,0.336,0.919,Smoke
2971,0.206,0.34,0.917,Smoke
2972,0.208,0.342,0.919,Smoke
2973,0.209,0.343,0.919,Smoke
2974,0.212,0.346,0.919,Smoke
2975,0.214,0.346,0.92,Smoke
2976,0.214,0.347,0.919,Smoke
2977,0.217,0.352,0.92,Smoke
2978,0.217,0.354,0.919,Smoke
2979,0.218,0.357,0.917,Smoke
2980,0.22,0.357,0.917,Smoke
2981,0.22,0.358,0.917,Smoke
2982,0.222,0.357,0.926,Smoke
2983,0.225,0.363,0.919,Smoke
2984,0.227,0.367,0.92,Smoke
2985,0.228,0.369,0.922,Smoke
2986,0.231,0.371,0.922,Smoke
2987,0.232,0.374,0.917,Smoke
2988,0.233,0.372,0.924,Smoke
2989,0.236,0.374,0.917,Smoke
2990,0.238,0.374,0.917,Smoke
2991,0.24,0.376,0.922,Smoke
2992,0.24,0.377,0.922,Smoke
2993,0.242,0.378,0.917,Smoke
2994,0.244,0.379,0.917,Smoke
2995,0.246,0.385,0.919,Smoke
2996,0.247,0.386,0.919,Smoke
2997,0.249,0.387,0.919,Smoke
2998,0.252,0.391,0.92,Smoke
2999,0.256,0.392,0.917,Smoke
3000,0.258,0.394,0.919,Smoke
3001,0.262,0.399,0.92,Smoke
3002,0.263,0.402,0.917,Smoke
3003,0.265,0.404,0.917,Smoke
3004,0.27,0.407,0.919,Smoke
3005,0.269,0.412,0.917,Smoke
3006,0.271,0.414,0.917,Smoke
3007,0.273,0.414,0.917,Smoke
3008,0.275,0.414,0.917,Smoke
3009,0.278,0.418,0.917,Smoke
3010,0.278,0.418,0.917,Smoke
3011,0.281,0.42,0.919,Smoke
3012,0.281,0.422,0.919,Smoke
3013,0.283,0.426,0.917,Smoke
3014,0.285,0.429,0.917,Smoke
3015,0.287,0.432,0.917,Smoke
3016,0.289,0.433,0.919,Smoke
3017,0.291,0.436,0.917,Smoke
3018,0.294,0.436,0.922,Smoke
3019,0.294,0.436,0.917,Smoke
3020,0.295,0.438,0.917,Smoke
3021,0.296,0.436,0.917,Smoke
3022,0.301,0.441,0.919,Smoke
3023,0.301,0.444,0.919,Smoke
3024,0.302,0.445,0.919,Smoke
3025,0.304,0.448,0.917,Smoke
3026,0.312,0.45,0.917,Smoke
3027,0.312,0.45,0.917,Smoke
3028,0.313,0.451,0.919,Smoke
3029,0.316,0.455,0.919,Smoke
3030,0.318,0.455,0.92,Smoke
3031,0.319,0.459,0.917,Smoke
3032,0.322,0.459,0.917,Smoke
3033,0.323,0.459,0.919,Smoke
3034,0.323,0.461,0.917,Smoke
3035,0.323,0.461,0.917,Smoke
3036,0.328,0.461,0.917,Smoke
3037,0.327,0.464,0.917,Smoke
3038,0.328,0.461,0.919,Smoke
3039,0.331,0.464,0.917,Smoke
3040,0.332,0.463,0.917,Smoke
3041,0.334,0.466,0.919,Smoke
3042,0.335,0.469,0.919,Smoke
3043,0.336,0.473,0.919,Smoke
3044,0.338,0.473,0.917,Smoke
3045,0.34,0.476,0.917,Smoke
3046,0.343,0.478,0.915,Smoke
3047,0.343,0.473,0.919,Smoke
3048,0.345,0.48,0.917,Smoke
3049,0.348,0.48,0.917,Smoke
3050,0.348,0.482,0.917,Smoke
3051,0.348,0.478,0.919,Smoke
3052,0.349,0.482,0.917,Smoke
3053,0.349,0.483,0.919,Smoke
3054,0.349,0.485,0.915,Smoke
3055,0.353,0.487,0.917,Smoke
3056,0.354,0.487,0.915,Smoke
3057,0.356,0.487,0.919,Smoke
3058,0.357,0.494,0.917,Smoke
3059,0.358,0.494,0.917,Smoke
3060,0.361,0.491,0.92,Smoke
3061,0.362,0.492,0.92,Smoke
3062,0.362,0.492,0.922,Smoke
3063,0.363,0.498,0.917,Smoke
3064,0.364,0.498,0.917,Smoke
3065,0.367,0.498,0.922,Smoke
3066,0.369,0.5,0.919,Smoke
3067,0.37,0.5,0.919,Smoke
3068,0.372,0.502,0.919,Smoke
3069,0.373,0.506,0.917,Smoke
3070,0.373,0.5,0.919,Smoke
3071,0.377,0.51,0.915,Smoke
3072,0.377,0.508,0.917,Smoke
3073,0.377,0.51,0.917,Smoke
3074,0.379,0.51,0.919,Smoke
3075,0.378,0.508,0.917,Smoke
3076,0.379,0.514,0.917,Smoke
3077,0.377,0.514,0.917,Smoke
3078,0.38,0.516,0.917,Smoke
3079,0.378,0.516,0.913,Smoke
3080,0.382,0.516,0.917,Smoke
3081,0.383,0.518,0.919,Smoke
3082,0.384,0.52,0.917,Smoke
3083,0.39,0.52,0.917,Smoke
3084,0.39,0.518,0.917,Smoke
3085,0.371,0.514,0.917,Smoke
3086,0.323,0.512,0.917,Smoke
3087,0.296,0.51,0.919,Smoke
3088,0.283,0.487,0.915,Smoke
3089,0.278,0.45,0.917,Smoke
3090,0.264,0.411,0.917,Smoke
3091,0.248,0.378,0.92,Smoke
3092,0.24,0.355,0.917,Smoke
3093,0.229,0.341,0.919,Smoke
3094,0.217,0.325,0.917,Smoke
3095,0.207,0.314,0.917,Smoke
3096,0.203,0.3,0.917,Smoke
3097,0.198,0.289,0.917,Smoke
3098,0.188,0.278,0.915,Smoke
3099,0.179,0.27,0.919,Smoke
3100,0.171,0.259,0.917,Smoke
3101,0.167,0.248,0.917,Smoke
3102,0.163,0.237,0.919,Smoke
3103,0.163,0.231,0.917,Smoke
3104,0.159,0.225,0.917,Smoke
3105,0.154,0.219,0.919,Smoke
3106,0.15,0.217,0.92,Smoke
3107,0.148,0.214,0.917,Smoke
3108,0.148,0.212,0.917,Smoke
3109,0.15,0.206,0.917,Smoke
3110,0.149,0.205,0.913,Smoke
3111,0.148,0.205,0.919,Smoke
3112,0.149,0.203,0.917,Smoke
3113,0.149,0.202,0.917,Smoke
3114,0.149,0.203,0.917,Smoke
3115,0.149,0.202,0.917,Smoke
3116,0.149,0.204,0.917,Smoke
3117,0.149,0.205,0.913,Smoke
3118,0.149,0.206,0.917,Smoke
3119,0.149,0.208,0.917,Smoke
3120,0.15,0.211,0.917,Smoke
3121,0.155,0.216,0.917,Smoke
3122,0.164,0.226,0.917,Smoke
3123,0.171,0.235,0.917,Smoke
3124,0.178,0.246,0.917,Smoke
3125,0.184,0.259,0.917,Smoke
3126,0.189,0.265,0.917,Smoke
3127,0.193,0.272,0.917,Smoke
3128,0.198,0.28,0.917,Smoke
3129,0.203,0.288,0.917,Smoke
3130,0.208,0.291,0.917,Smoke
3131,0.211,0.299,0.915,Smoke
3132,0.215,0.303,0.917,Smoke
3133,0.219,0.31,0.917,Smoke
3134,0.221,0.314,0.919,Smoke
3135,0.226,0.317,0.917,Smoke
3136,0.229,0.323,0.917,Smoke
3137,0.233,0.327,0.917,Smoke
3138,0.235,0.331,0.917,Smoke
3139,0.238,0.336,0.915,Smoke
3140,0.24,0.342,0.917,Smoke
3141,0.244,0.343,0.917,Smoke
3142,0.248,0.347,0.917,Smoke
3143,0.249,0.351,0.917,Smoke
3144,0.252,0.355,0.917,Smoke
3145,0.258,0.357,0.917,Smoke
3146,0.257,0.361,0.917,Smoke
3147,0.261,0.365,0.917,Smoke
3148,0.263,0.368,0.917,Smoke
3149,0.265,0.372,0.915,Smoke
3150,0.267,0.373,0.915,Smoke
3151,0.27,0.374,0.917,Smoke
3152,0.272,0.378,0.917,Smoke
3153,0.275,0.379,0.915,Smoke
3154,0.278,0.382,0.919,Smoke
3155,0.28,0.385,0.917,Smoke
3156,0.281,0.391,0.917,Smoke
3157,0.282,0.391,0.917,Smoke
3158,0.285,0.392,0.917,Smoke
3159,0.288,0.398,0.915,Smoke
3160,0.291,0.397,0.917,Smoke
3161,0.293,0.402,0.915,Smoke
3162,0.296,0.404,0.915,Smoke
3163,0.298,0.407,0.915,Smoke
3164,0.299,0.41,0.915,Smoke
3165,0.301,0.408,0.915,Smoke
3166,0.304,0.412,0.913,Smoke
3167,0.304,0.414,0.915,Smoke
3168,0.312,0.414,0.917,Smoke
3169,0.314,0.418,0.917,Smoke
3170,0.315,0.416,0.919,Smoke
3171,0.318,0.42,0.917,Smoke
3172,0.321,0.423,0.917,Smoke
3173,0.321,0.426,0.917,Smoke
3174,0.322,0.427,0.917,Smoke
3175,0.323,0.427,0.917,Smoke
3176,0.325,0.429,0.917,Smoke
3177,0.33,0.433,0.919,Smoke
3178,0.332,0.433,0.913,Smoke
3179,0.334,0.435,0.917,Smoke
3180,0.335,0.436,0.913,Smoke
3181,0.337,0.436,0.917,Smoke
3182,0.337,0.436,0.915,Smoke
3183,0.341,0.439,0.913,Smoke
3184,0.344,0.442,0.913,Smoke
3185,0.345,0.445,0.92,Smoke
3186,0.348,0.447,0.917,Smoke
3187,0.348,0.45,0.917,Smoke
3188,0.35,0.447,0.919,Smoke
3189,0.35,0.453,0.917,Smoke
3190,0.354,0.453,0.915,Smoke
3191,0.356,0.455,0.915,Smoke
3192,0.358,0.456,0.917,Smoke
3193,0.358,0.458,0.915,Smoke
3194,0.359,0.456,0.917,Smoke
3195,0.361,0.459,0.912,Smoke
3196,0.363,0.458,0.917,Smoke
3197,0.364,0.461,0.917,Smoke
3198,0.367,0.461,0.917,Smoke
3199,0.369,0.461,0.917,Smoke
3200,0.37,0.463,0.917,Smoke
3201,0.372,0.463,0.912,Smoke
3202,0.376,0.464,0.913,Smoke
3203,0.376,0.466,0.915,Smoke
3204,0.377,0.469,0.917,Smoke
3205,0.377,0.469,0.912,Smoke
3206,0.378,0.469,0.917,Smoke
3207,0.381,0.473,0.913,Smoke
3208,0.379,0.476,0.917,Smoke
3209,0.386,0.476,0.913,Smoke
3210,0.386,0.478,0.913,Smoke
3211,0.388,0.48,0.913,Smoke
3212,0.387,0.478,0.913,Smoke
3213,0.393,0.483,0.915,Smoke
3214,0.396,0.487,0.915,Smoke
3215,0.396,0.483,0.913,Smoke
3216,0.396,0.485,0.915,Smoke
3217,0.396,0.487,0.912,Smoke
3218,0.4,0.487,0.917,Smoke
3219,0.401,0.489,0.913,Smoke
3220,0.399,0.489,0.917,Smoke
3221,0.407,0.491,0.913,Smoke
3222,0.404,0.491,0.913,Smoke
3223,0.41,0.494,0.915,Smoke
3224,0.409,0.494,0.917,Smoke
3225,0.411,0.494,0.915,Smoke
3226,0.411,0.494,0.917,Smoke
3227,0.411,0.498,0.917,Smoke
3228,0.414,0.498,0.917,Smoke
3229,0.416,0.502,0.917,Smoke
3230,0.418,0.506,0.913,Smoke
3231,0.422,0.504,0.917,Smoke
3232,0.422,0.508,0.917,Smoke
3233,0.422,0.514,0.915,Smoke
3234,0.424,0.512,0.915,Smoke
3235,0.425,0.508,0.917,Smoke
3236,0.429,0.514,0.917,Smoke
3237,0.43,0.514,0.913,Smoke
3238,0.43,0.512,0.917,Smoke
3239,0.43,0.514,0.913,Smoke
3240,0.433,0.518,0.915,Smoke
3241,0.431,0.514,0.915,Smoke
3242,0.434,0.518,0.913,Smoke
3243,0.435,0.518,0.917,Smoke
3244,0.44,0.518,0.917,Smoke
3245,0.438,0.52,0.917,Smoke
3246,0.442,0.52,0.913,Smoke
3247,0.443,0.52,0.917,Smoke
3248,0.447,0.518,0.917,Smoke
3249,0.448,0.524,0.917,Smoke
3250,0.451,0.52,0.915,Smoke
3251,0.451,0.522,0.917,Smoke
3252,0.452,0.52,0.917,Smoke
3253,0.451,0.524,0.917,Smoke
3254,0.451,0.524,0.917,Smoke
3255,0.455,0.524,0.917,Smoke
3256,0.452,0.524,0.915,Smoke
3257,0.452,0.524,0.917,Smoke
3258,0.455,0.53,0.917,Smoke
3259,0.459,0.534,0.917,Smoke
3260,0.459,0.53,0.915,Smoke
3261,0.46,0.532,0.917,Smoke
3262,0.463,0.541,0.917,Smoke
3263,0.465,0.534,0.917,Smoke
3264,0.469,0.532,0.913,Smoke
3265,0.466,0.539,0.917,Smoke
3266,0.469,0.539,0.917,Smoke
3267,0.472,0.543,0.913,Smoke
3268,0.472,0.539,0.919,Smoke
3269,0.473,0.541,0.919,Smoke
3270,0.087,0.17,1.072,Butane
3271,0.076,0.154,1.07,Butane
3272,0.068,0.147,1.074,Butane
3273,0.061,0.145,1.074,Butane
3274,0.056,0.159,1.074,Butane
3275,0.053,0.198,1.065,Butane
3276,0.05,0.23,1.055,Butane
3277,0.047,0.242,1.07,Butane
3278,0.045,0.248,1.067,Butane
3279,0.044,0.251,1.072,Butane
3280,0.043,0.248,1.065,Butane
3281,0.042,0.248,1.07,Butane
3282,0.041,0.247,1.063,Butane
3283,0.041,0.247,1.059,Butane
3284,0.04,0.248,1.057,Butane
3285,0.04,0.248,1.061,Butane
3286,0.04,0.252,1.067,Butane
3287,0.04,0.262,1.065,Butane
3288,0.04,0.254,1.07,Butane
3289,0.04,0.251,1.049,Butane
3290,0.04,0.252,1.063,Butane
3291,0.04,0.254,1.055,Butane
3292,0.04,0.257,1.07,Butane
3293,0.04,0.258,1.055,Butane
3294,0.04,0.26,1.055,Butane
3295,0.041,0.261,1.057,Butane
3296,0.041,0.259,1.053,Butane
3297,0.041,0.273,1.055,Butane
3298,0.041,0.308,1.053,Butane
3299,0.041,0.294,1.07,Butane
3300,0.041,0.289,1.055,Butane
3301,0.041,0.279,1.061,Butane
3302,0.042,0.286,1.061,Butane
3303,0.043,0.285,1.07,Butane
3304,0.043,0.289,1.055,Butane
3305,0.044,0.289,1.057,Butane
3306,0.044,0.288,1.072,Butane
3307,0.044,0.286,1.065,Butane
3308,0.044,0.283,1.049,Butane
3309,0.044,0.285,1.07,Butane
3310,0.044,0.287,1.057,Butane
3311,0.044,0.295,1.055,Butane
3312,0.044,0.289,1.065,Butane
3313,0.044,0.287,1.065,Butane
3314,0.044,0.288,1.057,Butane
3315,0.044,0.29,1.057,Butane
3316,0.043,0.29,1.061,Butane
3317,0.043,0.288,1.057,Butane
3318,0.043,0.288,1.07,Butane
3319,0.043,0.288,1.059,Butane
3320,0.043,0.291,1.057,Butane
3321,0.043,0.289,1.061,Butane
3322,0.043,0.285,1.049,Butane
3323,0.044,0.285,1.07,Butane
3324,0.045,0.282,1.063,Butane
3325,0.045,0.285,1.057,Butane
3326,0.045,0.291,1.061,Butane
3327,0.045,0.288,1.061,Butane
3328,0.045,0.281,1.063,Butane
3329,0.046,0.279,1.053,Butane
3330,0.046,0.279,1.067,Butane
3331,0.046,0.28,1.057,Butane
3332,0.046,0.282,1.061,Butane
3333,0.045,0.281,1.055,Butane
3334,0.046,0.279,1.065,Butane
3335,0.046,0.28,1.061,Butane
3336,0.046,0.28,1.067,Butane
3337,0.046,0.279,1.057,Butane
3338,0.046,0.279,1.055,Butane
3339,0.046,0.276,1.063,Butane
3340,0.046,0.276,1.067,Butane
3341,0.046,0.275,1.063,Butane
3342,0.045,0.271,1.061,Butane
3343,0.045,0.27,1.065,Butane
3344,0.045,0.269,1.067,Butane
3345,0.045,0.268,1.07,Butane
3346,0.045,0.268,1.065,Butane
3347,0.044,0.268,1.061,Butane
3348,0.044,0.268,1.055,Butane
3349,0.044,0.268,1.065,Butane
3350,0.044,0.268,1.065,Butane
3351,0.044,0.263,1.07,Butane
3352,0.044,0.263,1.07,Butane
3353,0.044,0.264,1.07,Butane
3354,0.044,0.263,1.063,Butane
3355,0.044,0.259,1.061,Butane
3356,0.044,0.256,1.065,Butane
3357,0.044,0.252,1.061,Butane
3358,0.045,0.249,1.07,Butane
3359,0.045,0.247,1.065,Butane
3360,0.045,0.242,1.053,Butane
3361,0.045,0.238,1.057,Butane
3362,0.045,0.235,1.065,Butane
3363,0.045,0.234,1.053,Butane
3364,0.046,0.231,1.063,Butane
3365,0.046,0.227,1.055,Butane
3366,0.046,0.223,1.061,Butane
3367,0.046,0.221,1.055,Butane
3368,0.046,0.219,1.061,Butane
3369,0.046,0.218,1.057,Butane
3370,0.046,0.22,1.055,Butane
3371,0.047,0.218,1.061,Butane
3372,0.047,0.215,1.055,Butane
3373,0.047,0.213,1.061,Butane
3374,0.047,0.212,1.065,Butane
3375,0.047,0.21,1.055,Butane
3376,0.047,0.207,1.061,Butane
3377,0.048,0.206,1.045,Butane
3378,0.048,0.206,1.047,Butane
3379,0.048,0.205,1.061,Butane
3380,0.048,0.204,1.061,Butane
3381,0.048,0.204,1.049,Butane
3382,0.049,0.203,1.047,Butane
3383,0.05,0.198,1.061,Butane
3384,0.05,0.196,1.057,Butane
3385,0.051,0.195,1.063,Butane
3386,0.051,0.195,1.055,Butane
3387,0.052,0.199,1.07,Butane
3388,0.052,0.191,1.047,Butane
3389,0.052,0.191,1.061,Butane
3390,0.052,0.187,1.057,Butane
3391,0.052,0.188,1.067,Butane
3392,0.052,0.195,1.049,Butane
3393,0.052,0.191,1.055,Butane
3394,0.053,0.191,1.055,Butane
3395,0.053,0.19,1.049,Butane
3396,0.054,0.179,1.065,Butane
3397,0.054,0.174,1.055,Butane
3398,0.055,0.172,1.051,Butane
3399,0.055,0.172,1.063,Butane
3400,0.055,0.174,1.061,Butane
3401,0.055,0.174,1.047,Butane
3402,0.055,0.173,1.065,Butane
3403,0.054,0.172,1.061,Butane
3404,0.054,0.171,1.061,Butane
3405,0.055,0.173,1.063,Butane
3406,0.055,0.172,1.055,Butane
3407,0.056,0.171,1.063,Butane
3408,0.056,0.17,1.063,Butane
3409,0.056,0.17,1.057,Butane
3410,0.056,0.17,1.049,Butane
3411,0.057,0.17,1.057,Butane
3412,0.057,0.17,1.051,Butane
3413,0.057,0.171,1.061,Butane
3414,0.058,0.171,1.061,Butane
3415,0.058,0.173,1.063,Butane
3416,0.058,0.173,1.055,Butane
3417,0.058,0.172,1.053,Butane
3418,0.058,0.172,1.065,Butane
3419,0.058,0.172,1.057,Butane
3420,0.058,0.173,1.045,Butane
3421,0.059,0.175,1.061,Butane
3422,0.059,0.176,1.053,Butane
3423,0.06,0.176,1.045,Butane
3424,0.06,0.177,1.061,Butane
3425,0.061,0.178,1.055,Butane
3426,0.061,0.177,1.061,Butane
3427,0.062,0.178,1.063,Butane
3428,0.063,0.177,1.055,Butane
3429,0.063,0.178,1.053,Butane
3430,0.064,0.181,1.049,Butane
3431,0.064,0.182,1.053,Butane
3432,0.064,0.183,1.057,Butane
3433,0.064,0.182,1.047,Butane
3434,0.064,0.181,1.061,Butane
3435,0.064,0.183,1.061,Butane
3436,0.064,0.182,1.057,Butane
3437,0.064,0.181,1.061,Butane
3438,0.064,0.181,1.049,Butane
3439,0.064,0.181,1.055,Butane
3440,0.064,0.18,1.047,Butane
3441,0.064,0.18,1.047,Butane
3442,0.064,0.181,1.045,Butane
3443,0.064,0.18,1.045,Butane
3444,0.064,0.181,1.063,Butane
3445,0.064,0.181,1.057,Butane
3446,0.064,0.181,1.049,Butane
3447,0.065,0.181,1.053,Butane
3448,0.065,0.182,1.055,Butane
3449,0.065,0.182,1.051,Butane
3450,0.066,0.184,1.053,Butane
3451,0.066,0.186,1.053,Butane
3452,0.067,0.186,1.057,Butane
3453,0.068,0.187,1.053,Butane
3454,0.068,0.188,1.057,Butane
3455,0.068,0.191,1.047,Butane
3456,0.068,0.191,1.043,Butane
3457,0.068,0.191,1.053,Butane
3458,0.068,0.191,1.049,Butane
3459,0.068,0.191,1.043,Butane
3460,0.068,0.191,1.045,Butane
3461,0.069,0.191,1.047,Butane
3462,0.068,0.194,1.047,Butane
3463,0.069,0.196,1.049,Butane
3464,0.069,0.196,1.047,Butane
3465,0.069,0.195,1.047,Butane
3466,0.07,0.194,1.049,Butane
3467,0.07,0.193,1.045,Butane
3468,0.07,0.192,1.045,Butane
3469,0.07,0.192,1.045,Butane
3470,0.07,0.192,1.045,Butane
3471,0.07,0.193,1.043,Butane
